Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
North Macedonia,MKD,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,90.3,90.5,91,91.1,..
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.80000305,100,100,..
North Macedonia,MKD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
North Macedonia,MKD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,99.80000305,100,100,..
North Macedonia,MKD,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,76.56877136,..,..,..,..
Northern Mariana Islands,MNP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..
Northern Mariana Islands,MNP,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,..,..,..,..,..
Northern Mariana Islands,MNP,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,..,..,..,..,..
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Northern Mariana Islands,MNP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Northern Mariana Islands,MNP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Northern Mariana Islands,MNP,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Norway,NOR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
Norway,NOR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
Norway,NOR,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Norway,NOR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Norway,NOR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Norway,NOR,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,99.74514008,..,..,..,..
Oman,OMN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
Oman,OMN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
Oman,OMN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Oman,OMN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Oman,OMN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Oman,OMN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Pakistan,PAK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,44.8,46.3,47.8,49.3,..
Pakistan,PAK,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,20.2,21.9,23.9,26.1,..
Pakistan,PAK,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,86.4,86.4,86.6,86.5,..
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,70.79000092,72.78310394,74.12769318,75.37969208,..
Pakistan,PAK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,54.27254868,57.1264267,59.0182457,60.81752396,..
Pakistan,PAK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.59786224,99.82723236,99.95748901,100,..
Pakistan,PAK,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,21.29324532,..,..,..,..
Palau,PLW,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
Palau,PLW,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
Palau,PLW,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Palau,PLW,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Palau,PLW,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Palau,PLW,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Panama,PAN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,87.9,87.6,87.6,87.6,..
Panama,PAN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,69,69.1,69,68.9,..
Panama,PAN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,98.1,98,97.9,97.9,..
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.69999695,94.9285202,95.81632996,96.70463562,..
Panama,PAN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,82.08518982,85.45250702,87.82511902,90.24843597,..
Panama,PAN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.32679749,99.44770813,99.56671143,99.68539429,..
Panama,PAN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,46.49425888,..,..,..,..
Papua New Guinea,PNG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,8.8,9,9.1,9.4,..
Papua New Guinea,PNG,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,4.1,4.2,4.2,4.3,..
Papua New Guinea,PNG,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,37.9,37.9,37.7,37,..
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,54.40000153,55.72738647,59.66297531,60.40000153,..
Papua New Guinea,PNG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,50.45885849,51.78337097,56.13419724,56.8271637,..
Papua New Guinea,PNG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,80.53930664,81.73261261,82.76648712,83.59999847,..
Papua New Guinea,PNG,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Paraguay,PRY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,66.8,67.4,68,68.6,..
Paraguay,PRY,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,38.1,39,40,40.6,..
Paraguay,PRY,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,84.8,85.2,85.3,85.6,..
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.30000305,99.59999847,99.69999695,100,..
Paraguay,PRY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,98.50801086,99.1190567,99.37535858,100,..
Paraguay,PRY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.80000305,99.90000153,99.90000153,100,..
Paraguay,PRY,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,48.64686203,..,..,..,..
Peru,PER,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,79.6,81.5,83.25,85.1,..
Peru,PER,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,30.8,34.1,38.4,42.2,..
Peru,PER,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,93.3,94.3,95.2,96,..
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.80000305,95.19999695,95.55136108,99.31181335,..
Peru,PER,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,80.49784851,81.79998016,82.94782257,96.82907104,..
Peru,PER,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.90000153,99,99.08572388,100,..
Peru,PER,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,42.60317993,..,..,..,..
Philippines,PHL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,44.1,45.4,46.5,48,..
Philippines,PHL,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,24.7,25.7,26.4,27.7,..
Philippines,PHL,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,66.2,66.8,68.1,69.3,..
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,93,94.44826508,95.64508057,96.84238434,..
Philippines,PHL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,90.02317047,91.82621002,93.70012665,95.58786774,..
Philippines,PHL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,96.40000153,97.41610718,97.82524872,98.23407745,..
Philippines,PHL,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,34.49840927,..,..,..,..
Poland,POL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
Poland,POL,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
Poland,POL,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Poland,POL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Poland,POL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Poland,POL,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,86.73330688,..,..,..,..
Portugal,PRT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
Portugal,PRT,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
Portugal,PRT,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Portugal,PRT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Portugal,PRT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Portugal,PRT,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,92.34098816,..,..,..,..
Puerto Rico,PRI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..
Puerto Rico,PRI,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,..,..,..,..,..
Puerto Rico,PRI,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,..,..,..,..,..
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Puerto Rico,PRI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Puerto Rico,PRI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Puerto Rico,PRI,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Qatar,QAT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
Qatar,QAT,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
Qatar,QAT,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Qatar,QAT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Qatar,QAT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Qatar,QAT,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Romania,ROU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,87.1,87.1,87.7,87.7,..
Romania,ROU,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,77.6,78.4,79,79.3,..
Romania,ROU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,96.4,96.3,96.5,96.4,..
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Romania,ROU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Romania,ROU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Romania,ROU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,57.75180435,..,..,..,..
Russian Federation,RUS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,90.3,89.2,87.8,86.3,..
Russian Federation,RUS,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,91.65,90.1,89.3,88.7,..
Russian Federation,RUS,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,92.4,91.7,91.1,89.6,..
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Russian Federation,RUS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Russian Federation,RUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Russian Federation,RUS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,75.75888824,..,..,..,..
Rwanda,RWA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,1.1,1.4,1.9,2.4,..
Rwanda,RWA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,0.2,0.2,0.2,0.3,..
Rwanda,RWA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,4.7,6.1,7.8,9.9,..
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,34.09999847,36.96815109,40.36860657,46.59999847,..
Rwanda,RWA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,23.62353134,27.11992836,30.39999771,38.19730759,..
Rwanda,RWA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,84.80000305,84.34043884,87.97874451,86.40000153,..
Rwanda,RWA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,50.01979446,..,..,..,..
Samoa,WSM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,33.6,34.6,35.3,36.5,..
Samoa,WSM,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,25.7,26.4,27.8,29.4,..
Samoa,WSM,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,63.2,64.2,65,65.4,..
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.80000305,99.99447632,99.19999695,100,..
Samoa,WSM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.10476685,99.99411774,99.04576111,100,..
Samoa,WSM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.87259674,99.99607086,99.90000153,99.98691559,..
Samoa,WSM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
San Marino,SMR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
San Marino,SMR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
San Marino,SMR,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
San Marino,SMR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
San Marino,SMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
San Marino,SMR,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Sao Tome and Principe,STP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2.6,2.7,3,3.3,..
Sao Tome and Principe,STP,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,0.6,0.7,0.7,0.7,..
Sao Tome and Principe,STP,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,3.3,3.7,3.9,4.1,..
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,74.26999664,71,74.96720123,76.55908966,..
Sao Tome and Principe,STP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,76.19552612,55.7416687,68.0662384,71.07750702,..
Sao Tome and Principe,STP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,73.51999664,76.69999695,77.44280243,78.44978333,..
Sao Tome and Principe,STP,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Saudi Arabia,SAU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
Saudi Arabia,SAU,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
Saudi Arabia,SAU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.93000031,100,100,100,..
Saudi Arabia,SAU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Saudi Arabia,SAU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Saudi Arabia,SAU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,71.69812012,..,..,..,..
Senegal,SEN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,25.9,25.2,24.7,24.2,..
Senegal,SEN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,4.5,4.3,4.3,4.1,..
Senegal,SEN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,49.1,48,47.1,45.8,..
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,61.70000076,66,70.40000153,70.36894226,..
Senegal,SEN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,35.37255096,41.42455292,47.82384109,47.3575325,..
Senegal,SEN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,91.69999695,93.5,95.19999695,95.17642975,..
Senegal,SEN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,42.34401703,..,..,..,..
Serbia,SRB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,75.7,77.3,78.6,79.8,..
Serbia,SRB,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,56.9,59.3,62,64,..
Serbia,SRB,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,89.9,90.6,91.1,91.6,..
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,99.80000305,100,..
Serbia,SRB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Serbia,SRB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,99.90000153,100,..
Serbia,SRB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,71.44104767,..,..,..,..
Seychelles,SYC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
Seychelles,SYC,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
Seychelles,SYC,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Seychelles,SYC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Seychelles,SYC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Seychelles,SYC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Sierra Leone,SLE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.6,0.65,0.7,0.8,..
Sierra Leone,SLE,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,0.1,0.1,0,0,..
Sierra Leone,SLE,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,1,1.1,1.3,1.2,..
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,23.39999962,26.10000038,22.70000076,26.20088577,..
Sierra Leone,SLE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,5.351365089,6.431514263,1.500839949,4.774038792,..
Sierra Leone,SLE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,48.70000076,53.20000076,51.40000153,54.69330978,..
Sierra Leone,SLE,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,19.80875969,..,..,..,..
Singapore,SGP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
Singapore,SGP,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
Singapore,SGP,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Singapore,SGP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Singapore,SGP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Singapore,SGP,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,97.9311676,..,..,..,..
Sint Maarten (Dutch part),SXM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Sint Maarten (Dutch part),SXM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Sint Maarten (Dutch part),SXM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Sint Maarten (Dutch part),SXM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Slovak Republic,SVK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
Slovak Republic,SVK,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
Slovak Republic,SVK,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Slovak Republic,SVK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Slovak Republic,SVK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Slovak Republic,SVK,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,84.18158722,..,..,..,..
Slovenia,SVN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
Slovenia,SVN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
Slovenia,SVN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Slovenia,SVN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Slovenia,SVN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Slovenia,SVN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,97.53340149,..,..,..,..
Solomon Islands,SLB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,8.6,8.9,9.2,9.1,..
Solomon Islands,SLB,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,1.6,1.5,1.4,1.4,..
Solomon Islands,SLB,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,36.7,37.25,36.7,37,..
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,62.90000153,66.17976379,69.80941772,73.34648132,..
Solomon Islands,SLB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,60.41228867,63.96145248,68.03981781,72.04631042,..
Solomon Islands,SLB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,71.09558105,73.30209351,75.34918213,77.31655121,..
